account_balance,age,credit_score,debt_to_income,default_risk,defaulted,employment_status,income,interest_rate,loan_amount,loan_type,region,tenure_months,transaction_amount
449487.876,78.2645,820.0,0.468,0.1361,no,employed,180000.0,0.0102,251703.5764,personal,north,201.4054,31161.2235
63333.6994,68.9914,758.7558,0.6,0.9509,yes,employed,73496.4557,0.356,646261.5824,business,south,142.5869,19337.9364
61624.5716,42.8893,735.5874,0.5859,0.6723,yes,unemployed,62543.4963,0.0727,275832.5646,auto,west,119.9066,63676.024
108412.3987,45.1729,793.3442,0.5413,0.61,no,self_employed,46949.3056,0.3973,754373.1324,mortgage,east,260.0424,87523.6725
309718.1518,44.4065,580.0,0.6,0.8655,yes,employed,146703.9295,0.1381,523077.8889,personal,west,34.6205,73176.1989
205053.8001,57.5597,819.1003,0.2802,0.7241,yes,employed,83483.8252,0.1207,508069.6399,auto,east,152.8134,83629.7884
353678.7656,48.104,651.4705,0.2214,0.4338,yes,unemployed,80460.495,0.4488,826347.6949,personal,east,177.1667,60664.4554
296847.7775,54.6013,776.16,0.6,0.5756,yes,self_employed,36124.5357,0.3462,361020.4773,auto,south,243.1216,90379.0569
320015.1217,45.2952,580.0,0.6,0.0373,no,unemployed,120209.1294,0.3643,744514.1503,business,east,157.1517,90808.2227
311565.8501,38.3957,580.0,0.4121,0.0284,no,self_employed,137530.3288,0.402,358909.6381,personal,east,246.8352,35238.4926
155501.3256,61.3445,680.8844,0.6,0.1606,no,self_employed,167984.8518,0.3899,648462.7678,auto,south,267.4316,75332.1621
169420.3973,51.3706,783.0934,0.6,0.3165,no,self_employed,92444.7146,0.4122,90887.2685,business,south,147.9653,62180.3508
426547.7591,48.0973,580.0,0.4378,0.3615,yes,unemployed,48605.9943,0.0842,16419.3668,business,west,70.7549,31053.4479
305420.1995,22.708,580.0,0.6,0.9147,no,self_employed,180000.0,0.385,146192.5613,auto,south,124.4385,35380.6114
302844.2147,78.1862,580.0,0.2248,0.8261,no,employed,74525.1743,0.0782,992680.9422,business,west,12.4102,22447.6358
320426.4763,31.39,580.0,0.2437,0.0208,yes,employed,180000.0,0.3787,414818.5779,personal,west,199.7877,56809.0021
370864.318,61.8182,820.0,0.6,0.2636,no,self_employed,111698.3221,0.406,936953.7109,business,north,117.2952,35708.0601
39276.9185,74.8837,820.0,0.6,0.5354,no,self_employed,32337.4788,0.3736,228210.5129,mortgage,east,127.3584,70214.7465
224721.8243,45.148,654.6378,0.0647,0.9958,no,employed,25000.0,0.2073,650452.4315,mortgage,east,322.8155,47663.1681
476914.4669,35.1176,580.0,0.6,0.0276,yes,self_employed,179723.8161,0.1996,764483.0132,mortgage,south,50.6084,39625.2055
108607.8181,67.5018,604.773,0.4071,0.7663,yes,unemployed,180000.0,0.2682,862802.7049,auto,east,349.6072,5298.0392
303063.7346,50.8459,738.2282,0.6,0.2488,yes,unemployed,180000.0,0.3439,179751.1454,auto,south,67.702,64941.052
35443.9203,76.6611,644.4017,0.6,0.3875,yes,employed,122864.6819,0.3164,138940.2486,personal,south,125.5564,9587.2341
244837.7301,29.4431,580.0,0.2266,0.9856,no,unemployed,180000.0,0.1595,751939.4791,auto,south,190.0206,2041.0558
38700.0646,18.1072,820.0,0.05,0.3269,no,employed,92572.9021,0.362,568294.6169,personal,north,136.8165,6939.8537
262959.1367,78.498,580.0,0.6,0.1547,no,self_employed,112876.3227,0.0878,440977.237,auto,east,305.0124,77198.589
466999.453,73.0705,776.1885,0.1203,0.9342,no,self_employed,180000.0,0.0574,683190.536,business,north,213.668,16739.3635
498644.3719,75.0399,820.0,0.6,0.548,yes,employed,117264.9075,0.2071,116823.437,business,west,200.9429,33835.0559
86053.4946,43.0657,580.0,0.6,0.9211,no,unemployed,180000.0,0.4103,707783.6161,mortgage,west,302.5452,9878.9382
376030.9702,57.8783,580.0,0.1355,0.7635,yes,employed,88594.7868,0.2856,404535.9667,mortgage,west,137.6129,49047.0439
300928.2504,36.9657,820.0,0.6,0.7708,no,unemployed,180000.0,0.2421,42111.7257,mortgage,east,341.0004,30712.6759
262488.9873,20.9269,580.0,0.1882,0.9642,no,unemployed,25000.0,0.3732,873768.3515,mortgage,east,266.6588,52398.9199
454437.6717,24.1163,820.0,0.6,0.7124,yes,employed,25000.0,0.0996,207133.5729,auto,south,231.6303,1560.2554
-7583.2198,32.904,788.1826,0.6,0.9844,no,unemployed,180000.0,0.3737,372097.8856,business,south,302.0901,4476.6339
439791.8429,44.2161,642.3238,0.6,0.6262,yes,self_employed,62258.008,0.3966,736765.2516,personal,south,100.3235,69028.4354
419743.465,29.7488,767.5352,0.2534,0.0104,no,unemployed,180000.0,0.0284,767243.045,auto,east,49.0131,68950.2477
71051.1553,67.0538,580.0,0.5369,0.1674,yes,self_employed,180000.0,0.4303,715165.8638,mortgage,east,251.1219,28481.3936
378104.5363,42.4842,820.0,0.2021,0.0865,no,employed,180000.0,0.0983,518466.4453,auto,west,15.7432,47882.5
84083.9474,65.2776,783.8455,0.2418,0.6153,no,employed,131994.4599,0.0728,597202.9756,mortgage,east,17.6555,93361.6255
280088.689,76.8125,580.0,0.6,0.9218,yes,unemployed,105685.048,0.0983,644313.1025,auto,north,142.6983,15310.5986
83821.2126,30.049,694.8073,0.4389,0.8713,yes,employed,25000.0,0.1181,528792.3241,auto,east,201.7966,14337.2016
199061.3258,51.125,671.1517,0.1699,0.9328,no,self_employed,111741.2718,0.0731,104240.7017,auto,north,86.4173,38121.9577
378709.8876,20.1821,627.3495,0.05,0.824,no,unemployed,143452.0438,0.2615,386361.7215,personal,south,247.7628,38677.327
166024.5893,79.2546,580.0,0.6,0.1531,yes,self_employed,161399.9483,0.1685,144835.1974,business,south,230.4423,17436.1416
367402.8434,44.7677,580.0,0.05,0.4104,no,self_employed,180000.0,0.3847,987495.6234,personal,west,47.6336,62650.3644
224896.5849,46.0433,820.0,0.4635,0.3378,no,unemployed,180000.0,0.0686,530171.8013,mortgage,west,90.8245,71259.2735
269584.8133,65.3665,580.0,0.6,0.2135,yes,employed,43258.1155,0.0578,652411.3223,business,north,110.2143,83288.9566
162218.4079,73.1753,695.7909,0.6,0.4318,no,unemployed,180000.0,0.0205,206850.0549,personal,north,205.5593,17234.9067
66848.4611,37.6224,580.0,0.6,0.7626,no,unemployed,146518.8114,0.2786,763510.928,auto,east,192.42,62808.9339
33732.5298,18.5375,817.3496,0.0528,0.8526,no,self_employed,94674.8705,0.4068,203405.5668,mortgage,west,56.7652,21301.9726
232294.5395,61.6234,580.0,0.1015,0.5619,no,unemployed,180000.0,0.0769,415478.2767,personal,south,193.0329,61829.271
341881.4932,74.0264,820.0,0.6,0.1466,no,employed,134026.2627,0.3425,136030.9412,mortgage,west,138.9988,37937.596
288294.5142,29.2737,820.0,0.6,0.9466,no,unemployed,170468.1188,0.3997,987821.3911,mortgage,west,319.4772,6889.9303
457549.6436,24.8803,820.0,0.6,0.1971,yes,employed,180000.0,0.1386,792885.4758,personal,north,283.8081,35471.8303
176260.149,33.6684,608.0537,0.6,0.9043,yes,self_employed,25000.0,0.1502,167298.4783,personal,south,234.8376,70051.788
10632.4265,64.4999,755.859,0.4581,0.0802,no,self_employed,165830.96,0.0675,978259.5384,personal,north,225.8286,73464.3919
451312.7583,41.561,580.0,0.6,0.6969,yes,employed,101354.8388,0.3634,853699.8476,mortgage,south,282.931,40720.0965
271715.1512,48.3075,580.0,0.6,0.9188,no,employed,26353.7954,0.3031,318954.6161,business,east,184.6385,11353.4136
80324.681,22.0275,643.1453,0.2369,0.0874,no,employed,25000.0,0.3282,736635.2734,personal,south,124.7851,90891.2337
390927.1327,24.5616,580.0,0.6,0.1995,no,employed,180000.0,0.0457,92158.0303,auto,east,342.6469,385.1097
187319.4839,56.778,580.0,0.6,0.7082,no,self_employed,149094.8135,0.3208,469475.8502,business,east,264.1686,59181.6133
30574.7326,78.3998,580.0,0.6,0.5754,no,employed,57614.331,0.0646,761785.6887,personal,south,70.1869,84861.7818
296792.522,49.4126,580.0,0.4265,0.8245,no,employed,180000.0,0.2434,655014.7462,auto,east,348.6256,25167.5656
241900.7546,73.967,580.0,0.6,0.4301,yes,unemployed,180000.0,0.4054,446209.0424,mortgage,east,351.8489,67450.4377
280292.5756,63.0832,580.0,0.3581,0.811,no,unemployed,111762.5744,0.1421,489342.9136,business,east,197.8923,74497.1905
342340.9551,43.4034,820.0,0.3244,0.7963,yes,self_employed,180000.0,0.1874,868747.9904,auto,north,168.7881,15269.3319
392015.3056,41.6504,820.0,0.1494,0.3657,no,employed,130879.9989,0.3697,905409.6282,auto,west,56.9208,94604.3474
230866.9933,34.7952,580.0,0.4973,0.1583,yes,self_employed,180000.0,0.3857,278030.7606,personal,north,70.8107,60682.8931
238544.4921,59.2789,580.0,0.106,0.953,no,self_employed,180000.0,0.2774,141907.0563,personal,east,188.1983,49423.6645
477996.9246,57.1535,580.0,0.3106,0.6185,no,self_employed,180000.0,0.2736,529871.9021,personal,east,124.7717,37336.0961
-968.0084,40.9405,580.0,0.6,0.6883,yes,unemployed,180000.0,0.4071,634054.4923,mortgage,south,324.9569,47619.292
346148.069,73.9151,820.0,0.6,0.5723,yes,employed,180000.0,0.3216,609582.4229,mortgage,east,293.3559,24910.6574
185913.105,27.198,580.0,0.5292,0.4627,no,self_employed,180000.0,0.4267,727962.9148,business,south,26.8924,38958.2582
422364.1193,21.6593,580.0,0.6,0.3272,yes,unemployed,180000.0,0.2223,146547.1364,business,north,100.3745,32004.2469
478440.1048,55.0504,580.0,0.6,0.7355,no,self_employed,59287.9814,0.3615,282815.0302,mortgage,north,285.2832,42299.7096
63470.3963,19.5676,690.981,0.6,0.0787,yes,self_employed,140016.9048,0.4103,148040.9358,auto,south,226.4427,55526.881
222531.0505,30.2624,663.9255,0.2848,0.5865,no,self_employed,97518.3124,0.0175,52897.2719,personal,east,119.5741,47710.6744
310734.0728,58.0724,580.0,0.3266,0.8361,no,unemployed,25000.0,0.1345,565834.0805,business,west,205.9651,88326.0781
22577.7302,22.2095,580.0,0.5228,0.9401,no,self_employed,71269.0656,0.3421,972333.2745,personal,east,123.7224,41264.7662
257586.4652,57.7928,580.0,0.155,0.8228,no,employed,180000.0,0.2073,115691.5232,auto,east,328.3785,26076.2084
317880.3053,61.2318,587.2159,0.05,0.7585,yes,employed,180000.0,0.4299,138104.2769,mortgage,west,117.0469,38753.1391
1991.6993,62.314,580.0,0.068,0.2001,yes,unemployed,25000.0,0.111,491719.3145,business,west,127.7292,8063.6632
98516.9488,51.2463,820.0,0.6,0.2814,yes,employed,167322.5531,0.2348,160283.3901,mortgage,south,74.9662,60762.2436
190242.5447,58.3287,580.0,0.4455,0.9677,no,unemployed,180000.0,0.3488,204987.7662,business,north,43.2316,38745.819
377477.2335,63.6136,580.0,0.6,0.2143,yes,employed,178384.1931,0.1435,464047.8804,auto,south,234.2753,22981.775
-3696.2286,69.4344,816.2148,0.2064,0.9468,yes,self_employed,117182.9449,0.154,984237.3709,mortgage,north,217.8472,16526.5637
29613.8039,24.6502,580.0,0.05,0.05,no,employed,25000.0,0.1307,509.4747,auto,south,161.8866,72875.0941
99807.407,29.8287,580.0,0.6,0.0761,yes,self_employed,125828.622,0.0199,770558.4638,business,east,323.7722,30205.7094
458897.2432,64.1442,709.0972,0.05,0.931,yes,self_employed,143474.9386,0.0163,86552.2238,auto,west,86.8246,86979.3092
22274.7603,60.8917,580.0,0.3975,0.3774,no,unemployed,25000.0,0.2003,465968.7323,auto,south,65.4832,1327.8931
352049.8898,62.57,580.0,0.2673,0.6712,no,unemployed,180000.0,0.0928,689830.3627,personal,west,292.2964,99583.7496
393901.5241,62.3653,745.5156,0.2865,0.0884,no,self_employed,110821.8489,0.3711,544818.4472,mortgage,west,136.2565,90182.1875
78720.9931,42.9103,580.4905,0.3474,0.2924,yes,employed,180000.0,0.3407,494763.4227,mortgage,north,196.5899,36033.525
159730.0787,40.2375,580.0,0.6,0.8618,yes,unemployed,50118.5695,0.0288,506599.7021,business,north,309.917,62506.6559
488388.3088,67.1212,794.8113,0.3964,0.8234,yes,unemployed,180000.0,0.4458,544224.7384,business,north,188.4861,57546.8837
338845.4518,66.8389,593.508,0.3255,0.8365,yes,unemployed,112623.3156,0.4222,523359.4661,personal,east,295.5118,21907.9232
105165.5565,57.9219,580.0,0.6,0.7533,no,unemployed,180000.0,0.403,969295.8225,mortgage,north,288.5769,49520.7963
375458.291,36.7772,580.0,0.6,0.9516,no,employed,58110.9648,0.0171,296136.18,mortgage,west,76.9302,82765.8326
475016.4551,44.1589,580.0,0.403,0.6978,yes,unemployed,90764.4279,0.1806,208844.1806,auto,west,155.983,58969.49
488276.8654,48.9997,580.0,0.2558,0.4736,yes,unemployed,180000.0,0.3413,769902.5005,personal,east,153.9045,58712.8846
183783.3204,77.6916,755.4297,0.0868,0.2522,yes,unemployed,28522.603,0.118,830714.7469,mortgage,north,228.3737,9401.4685
297840.4547,47.0953,580.0,0.5526,0.704,no,unemployed,135908.4978,0.28,95406.2837,personal,east,247.1251,59343.3131
246057.0318,46.7172,718.2786,0.3882,0.925,yes,self_employed,180000.0,0.0314,585868.2315,business,east,252.2633,49110.409
138046.1952,38.5478,580.0,0.1548,0.8374,no,self_employed,60537.8011,0.2239,6189.6535,auto,south,279.9392,80680.459
83165.6778,39.0844,709.8199,0.6,0.2287,no,self_employed,133955.2578,0.3183,911699.3683,personal,south,39.249,13921.3916
395112.0497,44.6584,725.0453,0.6,0.3683,no,employed,163501.9041,0.1942,34020.0925,auto,south,158.7559,70205.074
437668.3231,59.2115,584.7753,0.5071,0.2432,no,self_employed,180000.0,0.0705,24597.2207,mortgage,south,33.8368,18679.8849
233718.6678,78.1937,693.7576,0.5821,0.1158,yes,employed,25000.0,0.0991,300692.9331,auto,east,269.5512,39071.5851
257527.1931,34.485,618.3116,0.3033,0.8115,yes,self_employed,96539.2301,0.1172,480648.9743,business,east,79.2413,66403.9712
77933.1654,52.288,676.2179,0.6,0.0709,no,unemployed,180000.0,0.3875,145829.9154,business,north,274.5049,47769.3621
309739.8801,43.6375,675.3741,0.6,0.828,no,unemployed,122511.0479,0.341,43387.4515,mortgage,west,117.4141,39463.4892
219412.4527,69.8551,580.0,0.6,0.4794,no,unemployed,180000.0,0.2342,406828.5646,mortgage,west,314.258,63534.8101
384280.5765,44.83,580.0,0.0663,0.0848,yes,unemployed,180000.0,0.074,641579.4214,mortgage,south,134.919,39327.341
416525.4808,55.5283,820.0,0.6,0.4699,no,self_employed,146848.4656,0.3433,839587.9503,mortgage,east,213.4733,56019.208
342626.2785,78.4641,619.6435,0.6,0.0629,yes,employed,180000.0,0.421,874814.1421,business,south,215.2129,22784.9951
485893.7483,29.8945,580.0,0.6,0.2785,yes,employed,179730.3922,0.3047,188758.6079,mortgage,south,221.8602,78689.5515
94276.888,46.6868,612.0676,0.1172,0.7227,yes,self_employed,88146.8733,0.1187,598332.1797,business,west,229.1396,33737.8692
237015.0922,34.7859,640.9136,0.5374,0.1463,no,employed,180000.0,0.1211,966530.4467,business,south,293.2819,98386.7728
463180.9124,46.1952,820.0,0.5836,0.2771,no,self_employed,170668.6386,0.0976,51467.5435,personal,west,155.6915,98169.6845
149702.4099,26.6631,580.0,0.6,0.9942,no,unemployed,25000.0,0.0409,107907.8971,personal,north,194.0745,12743.0841
10368.0656,58.9384,580.0,0.1114,0.9768,yes,unemployed,180000.0,0.135,241059.9315,mortgage,north,81.6962,60366.5259
67368.4769,52.33,580.0,0.2199,0.8057,yes,self_employed,180000.0,0.0994,616488.4859,auto,east,343.747,9118.6839
115558.4062,43.1969,580.0,0.6,0.8919,yes,self_employed,180000.0,0.133,3666.777,business,north,242.6047,43519.893
41186.9729,23.0838,727.455,0.4425,0.7392,yes,self_employed,115958.1807,0.2806,380472.5528,mortgage,south,196.2315,27173.0585
565.0614,49.4687,580.0,0.4422,0.2055,yes,employed,44210.205,0.044,837021.28,business,south,246.9304,16838.9968
170165.3997,34.9968,728.9603,0.6,0.3794,no,self_employed,180000.0,0.4327,686648.9283,auto,west,204.1014,64548.0801
281544.8215,40.2903,580.0,0.4363,0.4453,yes,self_employed,127817.2071,0.2024,348555.9357,business,north,99.0764,91159.9529
101759.7545,54.3007,610.3019,0.5309,0.1957,no,employed,25000.0,0.1778,48454.5368,auto,south,84.6031,70710.7477
30420.2343,75.7846,580.0,0.2932,0.8585,no,employed,84275.5247,0.413,229474.1228,auto,north,114.2406,52051.2764
137003.9261,47.1554,580.0,0.1679,0.0172,no,unemployed,180000.0,0.2752,77508.944,auto,west,278.9026,26905.1439
272253.7137,40.8737,580.0,0.5337,0.1868,no,self_employed,180000.0,0.1532,172208.6496,business,north,100.2245,81330.7632
14655.678,27.6664,580.0,0.6,0.8343,no,employed,172585.4864,0.1329,246166.0259,auto,east,65.5268,10988.5085
491256.7124,26.4261,580.0,0.5289,0.49,yes,unemployed,180000.0,0.2521,726371.8208,personal,south,320.299,46662.5548
256969.9123,43.2761,601.8915,0.4997,0.8048,yes,self_employed,62861.0107,0.2739,367817.5145,personal,south,109.5439,60439.971
180547.9422,37.5018,580.0,0.05,0.4355,yes,self_employed,180000.0,0.0748,865264.5801,business,north,285.2172,74922.782
-1647.1974,32.0784,580.0,0.4868,0.4663,no,unemployed,140096.2064,0.3982,463567.6556,auto,south,151.4406,5135.5738
180758.1774,39.7344,820.0,0.6,0.8721,yes,employed,25000.0,0.1393,821183.6716,mortgage,south,199.9236,4053.401
88674.4439,75.1631,580.0,0.6,0.1459,no,self_employed,180000.0,0.1286,25171.1673,personal,south,81.0737,52109.5821
397240.699,46.538,673.0636,0.2849,0.0509,no,unemployed,155582.2586,0.0643,438678.6464,auto,north,177.0435,76364.2011
465803.2669,41.4313,696.3698,0.4399,0.7225,yes,employed,80864.6488,0.0726,915037.3176,auto,east,36.2687,38389.5697
144484.2483,77.1207,580.0,0.5693,0.4176,no,employed,180000.0,0.0767,547282.4434,business,east,94.0878,91607.2099
125408.9212,47.9252,580.0,0.4683,0.9812,yes,self_employed,180000.0,0.2271,80429.5456,mortgage,south,167.0794,89940.6317
312077.5068,38.2451,580.0,0.6,0.7166,no,self_employed,156494.4359,0.1327,594053.3953,personal,south,323.0827,22620.6633
157358.3486,49.5478,599.3246,0.6,0.4047,no,employed,180000.0,0.1422,863194.3518,business,west,41.0194,14798.049
451639.076,75.4152,718.429,0.5058,0.4126,no,self_employed,120555.3614,0.2593,299434.9876,auto,west,89.5704,62306.1913
197021.6002,44.7944,580.0,0.6,0.3338,yes,unemployed,111743.649,0.1455,486776.7017,business,west,359.2141,92783.6238
209353.8728,32.5769,580.0,0.6,0.3361,no,employed,179796.6668,0.2711,853271.9892,personal,west,38.9356,8231.9435
447256.4669,75.9312,776.1536,0.6,0.1519,yes,unemployed,25000.0,0.2173,33168.2829,auto,east,107.038,84358.1351
74262.9975,37.2056,580.0,0.6,0.0823,yes,employed,25000.0,0.0101,922589.8437,mortgage,south,284.8667,89705.7165
303871.8933,50.6174,799.0813,0.2844,0.0649,no,unemployed,180000.0,0.1244,643642.2952,mortgage,east,252.8796,9612.9229
190630.6739,38.9968,580.0,0.4727,0.4525,no,self_employed,180000.0,0.1448,653662.6714,mortgage,north,293.8258,41797.5418
112747.4524,27.2207,580.0,0.0795,0.5877,yes,unemployed,36197.7235,0.0574,449195.7312,mortgage,north,56.3097,7345.1421
356506.6448,44.9908,580.0,0.6,0.9426,no,self_employed,166083.9507,0.2686,937467.4804,business,west,77.8886,47323.3548
87659.188,22.0954,580.0,0.6,0.2522,yes,self_employed,56782.1851,0.229,658500.2846,business,south,144.9038,70914.4639
370093.4408,61.8578,695.0429,0.6,0.7515,no,self_employed,180000.0,0.0909,869239.5714,mortgage,north,61.6119,25060.7872
11432.9927,26.7011,607.6706,0.4954,0.2779,yes,unemployed,61474.3612,0.0894,38929.86,mortgage,south,6.2934,36073.3924
-8603.9735,47.9335,794.5944,0.5011,0.2111,no,self_employed,100422.8579,0.2998,736677.1912,auto,west,183.2783,53087.3791
481712.686,54.6405,580.0,0.6,0.4564,yes,self_employed,86061.2155,0.0179,589525.6018,business,south,347.5356,6280.7838
415749.1067,31.8198,580.0,0.6,0.8522,no,employed,180000.0,0.3041,579773.942,business,west,143.9481,429.4976
111879.7839,18.1395,580.0,0.0761,0.8033,yes,unemployed,161042.0332,0.4058,939946.9459,auto,west,8.8346,86854.7241
494322.8788,31.2317,696.7732,0.2876,0.1159,no,employed,71215.19,0.4453,560974.337,personal,east,120.3057,54506.7804
157675.1631,33.227,587.9187,0.0995,0.9311,yes,employed,180000.0,0.0844,292670.4697,business,south,94.782,16186.9853
39778.1982,75.768,580.0,0.5423,0.5487,no,employed,25000.0,0.4424,873284.5493,mortgage,north,307.5318,333.8185
47819.0874,45.9801,580.0,0.6,0.7795,no,self_employed,140123.8706,0.0637,668164.3789,business,west,102.3533,8327.7269
401366.9681,51.8089,580.0,0.05,0.9139,no,unemployed,180000.0,0.3591,86880.9896,business,west,25.6456,14582.1481
495467.9031,64.9535,580.0,0.3402,0.3893,no,unemployed,180000.0,0.0556,512663.5412,personal,east,292.816,21236.7857
487830.0054,64.1684,800.7067,0.6,0.7808,no,self_employed,167679.872,0.2115,322552.8977,business,east,134.6869,89997.1532
281179.0418,19.0615,698.7481,0.3725,0.3387,no,unemployed,180000.0,0.0133,315512.5902,auto,north,168.4628,13408.8278
231449.2032,52.3223,630.9627,0.6,0.1198,yes,self_employed,180000.0,0.3559,638261.2537,auto,east,90.8354,53708.6167
18005.6332,36.6127,820.0,0.1369,0.2583,yes,employed,114494.7671,0.0773,340271.2244,personal,south,150.0947,7440.6507
366700.4825,43.226,580.0,0.2852,0.1848,no,employed,28829.7989,0.0705,525191.8687,mortgage,south,217.0379,10013.1617
152338.9811,25.6711,645.8468,0.5822,0.0788,no,unemployed,25000.0,0.1471,760754.0943,mortgage,south,272.4781,91297.4079
41222.2162,43.0263,820.0,0.3119,0.878,no,employed,28797.2759,0.1566,741223.7742,personal,east,51.8703,9432.4027
229303.7901,40.3899,625.1786,0.2643,0.5909,no,unemployed,168795.9506,0.3594,82467.874,auto,west,63.1116,64848.9272
101393.1193,61.906,580.0,0.6,0.8638,no,self_employed,153395.6514,0.4454,5783.8468,business,east,189.7021,27332.168
209158.7888,56.022,580.0,0.6,0.2927,no,unemployed,41726.943,0.4384,411837.2469,personal,south,209.4644,26936.7545
320652.1834,48.856,820.0,0.4055,0.1912,no,employed,76627.9274,0.0664,184765.7534,auto,north,231.7729,11998.6036
499053.9391,64.1826,738.7515,0.6,0.133,no,self_employed,66222.5659,0.4321,574787.4365,auto,south,235.7115,71723.9332
95230.0579,26.9518,734.5885,0.6,0.8688,no,unemployed,98208.3721,0.1909,659690.4675,business,north,245.8723,44341.7338
188497.626,29.656,699.5142,0.6,0.2428,no,employed,147185.1405,0.1305,49408.9592,personal,south,4.0915,46358.7874
93958.3382,24.8458,580.0,0.2834,0.1771,yes,unemployed,180000.0,0.2182,762752.0184,business,west,26.3103,45443.4511
92471.2434,71.5586,803.6808,0.6,0.2696,yes,employed,144624.7359,0.2028,133919.9896,business,east,281.8198,64522.3906
126514.6542,40.9917,580.0,0.0988,0.862,no,employed,155427.6774,0.1465,404012.8816,mortgage,south,25.4795,95715.456
402952.1787,64.9797,701.0682,0.556,0.6136,no,employed,180000.0,0.2432,183355.7718,mortgage,west,180.4421,52833.251
279655.0423,18.0906,580.0,0.1085,0.3063,yes,employed,180000.0,0.1205,804690.896,personal,west,212.2707,62885.0755
308555.8046,73.1959,580.0,0.6,0.3569,no,employed,180000.0,0.2443,493403.9736,business,north,156.8039,56243.9653
199475.0033,20.7204,580.2497,0.535,0.7386,no,employed,31681.9329,0.4455,548793.7743,mortgage,east,259.4799,22073.9951
8674.0913,18.7253,652.4998,0.1203,0.2804,no,employed,176999.2442,0.2079,209479.8948,mortgage,north,124.6707,23671.7143
12526.9828,60.7178,624.6451,0.6,0.6959,yes,employed,25000.0,0.3805,817156.885,auto,north,80.24,41181.4878
461653.6416,35.2155,580.0,0.349,0.3569,no,unemployed,136254.3861,0.3162,27385.9234,mortgage,north,37.8115,62721.0177
77754.797,27.7312,742.485,0.6,0.1959,no,employed,63512.2058,0.0684,461124.6918,auto,north,239.2131,22563.2921
176987.6305,64.9085,756.6556,0.6,0.4318,no,unemployed,180000.0,0.3768,159489.3367,business,west,137.9768,17138.3437
45347.4542,65.3939,580.0,0.1537,0.1084,yes,self_employed,69547.8809,0.3675,266507.0312,business,north,188.7335,55500.1782
476345.2336,44.343,666.5693,0.6,0.2792,yes,self_employed,78808.3718,0.1042,733547.6879,personal,west,278.536,2003.7543
462896.2605,72.2329,580.0,0.6,0.9008,no,employed,69691.6093,0.3181,949587.8343,business,north,43.3999,47932.6883
397460.8763,32.9099,580.0,0.6,0.5437,yes,self_employed,25000.0,0.2472,84026.0987,business,north,190.4521,9354.5593
12449.4668,48.4115,802.7409,0.1397,0.79,no,unemployed,180000.0,0.0493,148248.3097,mortgage,west,160.9181,42212.8188
73963.6639,35.1313,808.3355,0.05,0.7655,no,self_employed,180000.0,0.3511,691038.098,business,east,311.0502,72309.2792
32142.6293,29.8062,820.0,0.0983,0.7836,no,self_employed,162170.3704,0.1735,787572.0528,mortgage,west,270.2044,60487.4725
332811.0655,67.2708,602.4121,0.2899,0.2921,yes,self_employed,48623.0612,0.2501,148369.6411,auto,north,241.5273,54001.7954
79619.7332,65.3202,600.8493,0.6,0.3141,yes,employed,141193.4419,0.2331,467579.1194,personal,south,18.7603,4886.2656
314700.6378,23.4987,734.3395,0.2751,0.15,yes,self_employed,113938.6305,0.0641,413265.913,auto,south,287.7789,51168.7455
148164.4489,28.5546,646.0951,0.6,0.5525,yes,unemployed,25000.0,0.2167,407028.5391,mortgage,east,88.8192,60210.6496
383906.9029,66.2741,820.0,0.6,0.5258,yes,unemployed,38604.2374,0.0367,802092.7237,auto,east,334.3455,86525.2675
123419.9897,63.4637,820.0,0.6,0.5475,no,unemployed,142618.8898,0.3974,249390.8274,auto,west,72.2067,71818.4218
126577.7138,27.6014,580.0,0.6,0.6191,yes,self_employed,89250.1826,0.0852,571634.7183,business,east,242.0098,73055.4469
113785.2733,44.0276,730.1947,0.3683,0.7252,no,self_employed,158967.9927,0.1041,309930.242,mortgage,west,280.8513,8217.7455
69902.7256,76.6608,580.0,0.2906,0.8735,no,self_employed,56790.1372,0.357,721263.563,business,east,134.75,54347.3776
331018.8308,47.1296,580.0,0.6,0.8631,no,unemployed,154381.0634,0.4324,530589.7657,auto,south,330.11,2250.1765
113136.1301,61.2392,611.2481,0.6,0.2754,yes,employed,180000.0,0.0691,610290.1913,mortgage,east,251.897,67368.1048
496494.2734,36.0653,580.0,0.2161,0.9697,no,self_employed,180000.0,0.0955,526449.424,business,north,212.6024,88348.1414
401033.4749,23.5836,726.7833,0.4547,0.4665,no,unemployed,180000.0,0.0645,48806.1687,business,west,351.2857,24110.3911
100558.9516,43.1097,580.0,0.2257,0.8824,yes,self_employed,180000.0,0.3283,956232.4862,personal,east,330.7726,61187.9048
225473.695,49.0424,580.0,0.5525,0.864,no,unemployed,180000.0,0.0147,185236.3975,auto,south,295.8645,99726.3137
387102.8384,24.9449,580.0,0.5972,0.9243,yes,unemployed,74071.365,0.176,472536.8753,auto,west,253.9134,26389.4511
457502.7802,72.7014,708.0725,0.3918,0.6097,yes,employed,104391.9785,0.3998,76713.8153,mortgage,north,218.5178,80851.5527
107988.2493,50.8531,580.0,0.05,0.1393,no,employed,180000.0,0.0957,815038.9452,business,west,59.2911,21559.3446
130260.0282,38.9371,580.0,0.2551,0.0365,no,self_employed,180000.0,0.3315,130487.425,auto,south,194.3895,94066.8318
